Region,District,Subcounty,Service outlet,Tracker HF ID,KP Tracker /HIBRID Mechanism name,DATIM ID,DATIM Subcounty ID,DATIM Subcounty Name,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Period,"HIV_Prev_Numerator: 
Overall Total","HIV_Prev.1_ 10-14 Years, Female","HIV_Prev.2_ 10-14 Years, Male","HIV_Prev.3_ (15 - 19) Years, Female","HIV_Prev.4_ (15 - 19) Years, Male","HIV_Prev.5_ 20-24 Years, Female","HIV_Prev.6_ 20-24 Years, Male","HIV_Prev.7_ 25-29 Years, Female","HIV_Prev.8_ 25-29 Years, Male","HIV_Prev.9_ 30-34 Years, Female","HIV_Prev.10_ 30-34 Years, Male","HIV_Prev.11_ (35 - 39) Years, Female","HIV_Prev.12_ (35 - 39) Years, Male","HIV_Prev.13_ 40-44 Years, Female","HIV_Prev.14_ 40-44 Years, Male","HIV_Prev.15_45-49 Yrears, Female","HIV_Prev.16_45-49 Yrears, Male","HIV_Prev.17_ 50+ Years, Female","HIV_Prev.18_ 50+ Years, Male",HIV_Prev.19_PP_PREV HTS services: Overall Total,HIV_Prev.20_Known HIV Positive,HIV_Prev.21_Newly tested and/or referred for testing,HIV_Prev.22_Declined testing and/or referral,HIV_Prev.23_Test not required based on risk assessment,PP_PREV_Displaced Persons,PP_PREV.1_Clients of  Sex Workers,PP_PREV.2_Military and other Uniform Services,PP_PREV.3_Mobile Populations,PP_PREV.4_Fishing communities,PP_PREV.5_Non-injecting drug users,PP_PREV.6_Any Other Priority Population,PP_PREV2_Adolescents (10-24),PP_PREV3_Displaced Persons,PP_PREV4_Discordant Couples,PP_PREV5_Clients of  Sex Workers,PP_PREV6_Military and other Uniform Services,PP_PREV7_Mobile Populations,PP_PREV8_Truck Drivers,PP_PREV9_Fishing communities,PP_PREV10_Non-injecting drug users,PP_PREV11_Any Other Priority Population,HIV_test_Adolescents (10-24),HIV_test.1_Displaced Persons,HIV_test.2_Discordant Couples,HIV_test.3_Clients of  Sex Workers,HIV_test.4_Military and other Uniform Services,HIV_test.5_Mobile Populations,HIV_test.6_Truck Drivers,HIV_test.7_Fishing communities,HIV_test.8_Non-injecting drug users,HIV_test.9_Any Other Priority Population,HIV_pos_test_Adolescents (10-24),HIV_pos_test.1_Displaced Persons,HIV_pos_test.2_Discordant Couples,HIV_pos_test.3_Clients of  Sex Workers,HIV_pos_test.4_Military and other Uniform Services,HIV_pos_test.5_Mobile Populations,HIV_pos_test.6_Truck Drivers,HIV_pos_test.7_Fishing communities,HIV_pos_test.8_Non-injecting drug users,HIV_pos_test.9_Any Other Priority Population,New_ART_Adolescents (10-24),New_ART.1_Displaced Persons,New_ART.2_Discordant Couples,New_ART.3_Clients of  Sex Workers,New_ART.4_Military and other Uniform Services,New_ART.5_Mobile Populations,New_ART.6_Truck Drivers,New_ART.7_Fishing communities,New_ART.8_Non-injecting drug users,New_ART.9_Any Other Priority Population,PP_ART_Adolescents (10-24),PP_ART.1_Displaced Persons,PP_ART.2_Discordant Couples,PP_ART.3_Clients of  Sex Workers,PP_ART.4_Military and other Uniform Services,PP_ART.5_Mobile Populations,PP_ART.6_Truck Drivers,PP_ART.7_Fishing communities,PP_ART.8_Non-injecting drug users,PP_ART.9_Any Other Priority Population,VL eligible_Adolescents (10-24),VL eligible.1_Displaced Persons,VL eligible.2_Discordant Couples,VL eligible.3_Clients of  Sex Workers,VL eligible.4_Military and other Uniform Services,VL eligible.5_Mobile Populations,VL eligible.6_Truck Drivers,VL eligible.7_Fishing communities,VL eligible.8_Non-injecting drug users,VL eligible.9_Any Other Priority Population,VL_lab_doc_Adolescents (10-24),VL_lab_doc.1_Displaced Persons,VL_lab_doc.2_Discordant Couples,VL_lab_doc.3_Clients of  Sex Workers,VL_lab_doc.4_Military and other Uniform Services,VL_lab_doc.5_Mobile Populations,VL_lab_doc.6_Truck Drivers,VL_lab_doc.7_Fishing communities,VL_lab_doc.8_Non-injecting drug users,VL_lab_doc.9_Any Other Priority Population,VL_supp_Adolescents (10-24),VL_supp.1_Displaced Persons,VL_supp.2_Discordant Couples,VL_supp.3_Clients of  Sex Workers,VL_supp.4_Military and other Uniform Services,VL_supp.5_Mobile Populations,VL_supp.6_Truck Drivers,VL_supp.7_Fishing communities,VL_supp.8_Non-injecting drug users,VL_supp.9_Any Other Priority Population,summary_PP_PREV,summary.1_HTS_TST,summary.2_Known HIV Positive,summary.3_Newly tested and/or referred for testing,summary.4_Declined testing and/or referral,summary.5_Test not required based on risk assessment,summary.6_HTS_TST (Newly tested),summary.7_HTS_TST_POS,summary.8_TX_NEW,summary.9_TX_CURR,summary.10_VL eligible,summary.11_VL tested,summary.12_VL suppressed,summary.13_nan,PP_PREV2,subcounty_PP_PREV_total,pp_known_pos_subcounty,pct_pp_prev_pop_subcounty,pct_pp_pos_pop_subcounty,usaid,cdc,dod,subcounty_pop_adjusted
Tooro,Kasese District,Kitswamba Subcounty,Kitswamba HC III,OOJMUm6aMR4,0,E3zfsLfczv6,TsuUYO30OCh,Kitswamba Subcounty,OOJMUm6aMR4,Kasese District,Kitswamba Town Council,Kitswamba HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,236,1,0,19,20,45,2,7,62,2,39,0,23,1,11,0,1,0,3,0,3,212,0,31,17,182,9,17,0,0,11,2,17,0,182,9,3,14,0,0,9,2,15,0,173,9,3,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,246,3.0,212,0,31,212,2,2,3,1,1,1,True,236,236,3,1.0,1.0,0,1,0,30598.21
Ankole,Ntungamo District,Kitwe Town Council,Kitwe HC IV,FGnMVMPBCLN,0,uMaS0nm4d5F,gSAEzda8FU5,Kitwe Town Council,FGnMVMPBCLN,Ntungamo District,Kitwe Town Council,Kitwe HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,18,0,0,2,1,3,3,1,4,1,2,0,0,0,0,0,1,0,0,0,4,14,0,1,0,12,0,0,0,0,7,2,0,4,12,0,0,0,0,0,1,2,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,19,4.0,14,0,1,14,0,0,4,2,2,2,False,19,19,4,1.0,1.0,1,0,0,18580.17
Busoga,Mayuge District,Kityerera Sub county,Kityerera HC IV,Mi38bllyzCQ,0,L5BsWAZcVA1,Qh0pIm9FFJP,Kityerera Subcounty,W65MlPtBlmF,Mayuge District,Bugadde Town Council,Kityerera HC IV,MJAP_East Central Region,82000,USAID,FY2024Q4,472,0,0,16,94,33,61,37,61,11,30,10,33,16,23,4,12,16,15,0,0,409,0,18,1,76,10,125,55,7,195,145,1,15,76,10,78,47,55,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,427,0.0,409,0,18,0,0,0,0,0,0,0,False,469,469,0,1.0,,1,0,0,
Ankole,Bushenyi District,Ishaka Division,Kiu Teaching Hospital,sMYprHm7m3K,0,l7pvtFproN5,NZxlW2ODuWs,Ishaka Division,sMYprHm7m3K,Bushenyi District,Ishaka Division,Kiu Teaching Hospital,UPMB_LSD,81995,USAID,FY2024Q4,98,0,0,1,18,10,3,6,20,4,8,2,5,0,4,2,5,2,8,0,39,62,0,0,0,16,5,21,0,12,45,20,0,17,16,5,18,3,0,12,8,10,0,17,12,4,8,1,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,1,9,1,0,4,0,3,0,0,2,0,0,0,0,4,1,3,0,0,2,0,3,0,0,4,1,3,0,0,2,0,3,0,0,4,1,98,101,39.0,62,0,0,62,1,1,23,10,13,13,False,99,582,46,0.1701030927835051,0.8478260869565217,1,0,0,16932.170000000002
South Central,Lwengo District,Kisekka Subcounty,Kiwangala HC IV,oviT3cugAEz,0,Q39vMcpEKzl,muoRChD5H2a,Kisekka Subcounty,oviT3cugAEz,Lwengo District,Kisekka Subcounty,Kiwangala HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,152,0,0,1,15,14,4,15,10,18,10,12,8,10,5,5,7,6,12,0,1,145,0,14,0,11,0,14,0,0,126,8,0,103,11,0,13,1,0,0,15,8,0,99,11,0,11,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,160,1.0,145,0,14,144,0,0,1,0,0,0,False,151,214,3,0.705607476635514,0.3333333333333333,0,1,0,101413.8
North Central,Nakaseke District,Kiwoko Town Council,Kiwoko Hospital,OtHSbYGRmmu,0,jvefOrsd9g7,NKV2P5QBXjo,Kiwoko Town Council,OtHSbYGRmmu,Nakaseke District,Kiwoko Town Council,Kiwoko Hospital,UPMB,84980,CDC,FY2024Q4,301,0,0,43,10,61,3,7,42,2,32,4,35,3,18,0,17,0,24,0,18,283,0,0,0,137,2,109,0,1,52,3,0,44,137,2,107,2,0,1,5,2,0,44,128,2,101,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,1,0,0,9,0,0,2,0,0,0,1,0,0,9,0,6,2,0,0,0,1,0,0,9,0,5,2,0,0,0,301,301,18.0,283,0,0,283,3,3,12,12,18,17,True,301,301,18,1.0,1.0,0,1,0,22859.82
Tooro,Bunyangabu District,Kiyombya Subcounty,Kiyombya HC III,a0Tgsf83fGB,0,G7n2M7Hqw4S,p2aRyhUoSwA,Kiyombya Subcounty,a0Tgsf83fGB,Bunyangabu District,Kiyombya Subcounty,Kiyombya HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,121,0,0,0,2,7,5,7,13,6,9,5,21,4,17,6,5,9,5,0,0,121,0,0,0,59,5,25,0,0,32,4,0,26,59,5,25,0,0,0,2,4,0,30,73,5,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,0.0,121,0,0,139,0,0,0,0,0,0,True,121,121,0,1.0,,0,1,0,2011.59
South Central,Masaka City,Mukungwe Subcounty,Kiyumba HC IV,AjaGtzC8woM,0,qbrvt8PR3uk,Wkwx9ZudDbC,Nyendo-Mukungwe Division,AjaGtzC8woM,Masaka City,Nyendo-Mukungwe Division,Kiyumba HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,41,0,0,0,3,5,0,5,5,2,5,2,3,2,3,0,1,1,4,0,2,39,0,0,0,19,0,1,7,0,14,1,0,12,19,0,1,0,7,0,1,1,0,12,19,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,41,41,2.0,39,0,0,39,0,0,0,2,1,1,True,41,57,2,0.7192982456140351,1.0,0,1,0,
North Central,Mubende District,Kiyuni Subcounty,Kiyuni (Mubende) HC III,BuBhkTtnfuE,0,EjwPP0uzlnE,D56E5qyYTRl,Kiyuni Subcounty,BuBhkTtnfuE,Mubende District,Kiyuni Subcounty,Kiyuni (Mubende) HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,240,0,0,0,89,8,42,19,26,9,25,3,13,1,5,0,0,0,0,0,9,231,0,0,0,59,0,4,0,0,177,121,0,36,59,0,3,1,0,0,20,119,0,36,57,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,2,0,0,2,0,0,1,0,0,3,2,0,0,2,0,1,1,0,0,2,2,0,0,2,0,1,1,0,0,2,240,240,9.0,231,0,0,231,0,0,6,8,8,8,True,240,240,9,1.0,1.0,0,1,0,34774.86
North Central,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,GjiT4Fcwj6P,0,S2iLW4AFo0v,nR5273L4bQI,Gayaza Subcounty,GjiT4Fcwj6P,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,166,0,0,23,9,41,33,1,37,0,12,0,3,2,1,0,2,0,2,0,0,166,0,0,0,122,0,0,0,0,44,19,0,2,122,0,0,0,0,0,23,19,0,2,122,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0.0,166,0,0,166,2,2,1,0,0,0,True,166,166,0,1.0,,0,1,0,42083.74
South Central,Wakiso District,Masuliita Town Council,Kiziba HC III,gCobOTnUj2H,0,bmWfqkttqyw,UO60FLzCkaj,Masulita Town Council,gCobOTnUj2H,Wakiso District,Masulita Town Council,Kiziba HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,208,4,0,4,79,3,47,19,3,20,3,8,5,6,2,0,1,2,2,0,52,159,0,0,0,0,0,9,0,0,193,121,0,71,0,0,8,1,0,0,1,88,0,65,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,4,0,0,6,1,0,0,0,32,0,6,0,0,0,1,0,0,1,31,0,6,0,0,8,1,0,0,1,26,0,6,0,0,7,1,0,0,1,208,211,52.0,159,0,0,153,2,2,41,40,47,41,False,202,202,52,1.0,1.0,0,1,0,
West Nile,Koboko District,Southern Division (Koboko MC),Koboko Hospital,JAPYJGfV0VY,0,zw9RfYUnwFm,Edb2Cep8vjd,Southern Division,JAPYJGfV0VY,Koboko District,Southern Division,Koboko Hospital,IDI_West Nile Region,84981,CDC,FY2024Q4,244,0,0,12,1,38,0,0,74,0,43,2,26,0,23,0,12,0,13,0,1,243,0,0,0,219,0,18,0,0,6,0,0,3,219,0,6,12,0,0,3,0,0,3,218,0,6,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,1.0,243,0,0,242,1,1,2,0,0,0,False,243,243,1,1.0,1.0,0,1,0,
North Central,Mukono District,Kisoga Town Council,Kojja HC IV,akaiT2gUBst,0,uKpiQUK7a8I,LHD0YpYmUVK,Kisoga Town Council,akaiT2gUBst,Mukono District,Kisoga Town Council,Kojja HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,903,0,1,52,84,165,26,35,143,25,94,16,69,26,61,17,26,18,45,0,10,751,0,148,0,7,0,0,797,0,99,55,0,43,7,0,0,0,797,0,1,53,0,43,7,0,0,0,647,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,903,909,10.0,751,0,148,751,16,16,9,18,9,9,True,903,903,10,1.0,1.0,0,0,1,
Kampala,Kampala District,Kawempe Division,Komamboga HC III,TT8I4Fy4d5r,0,jneC0DSw9E3,Ij0JHolLSBQ,Kawempe Division,TT8I4Fy4d5r,Kampala District,Kawempe Division,Komamboga HC III,ROM_Kampala Region,87040,CDC,FY2024Q4,"1,167",1,0,23,190,126,65,70,206,49,112,28,114,17,83,11,30,4,38,0,128,1047,0,1,0,487,41,123,2,0,514,198,0,294,487,41,89,34,2,0,22,196,0,211,484,37,84,17,1,0,15,1,0,2,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,3,0,35,3,2,3,5,1,0,5,0,0,37,0,2,0,6,0,0,2,0,0,35,0,1,4,6,0,0,2,0,0,32,0,1,4,6,0,0,2,"1,167","1,176",128.0,"1,047",0,1,"1,045",4,5,57,47,48,45,True,1167,2308,345,0.505632582322357,0.3710144927536232,0,1,0,697649.9
North Central,Mukono District,Kkoome Island Subcounty,Koome HC III,fkASUL2GNdM,0,MdjM5GbX5jJ,kACIvpPsuGg,Koome island Subcounty,fkASUL2GNdM,Mukono District,Koome island Subcounty,Koome HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,714,1,0,17,71,87,25,30,94,26,93,22,89,9,76,5,30,6,33,0,24,632,0,64,0,147,0,0,531,0,36,33,0,2,147,0,0,0,531,0,1,32,0,2,107,0,0,0,490,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,6,0,0,0,11,0,0,1,0,0,8,0,9,0,9,0,0,1,0,0,8,0,0,0,9,0,0,1,0,0,8,0,0,0,9,0,0,714,720,24.0,632,0,64,632,9,9,18,27,18,18,True,714,1303,34,0.5479662317728319,0.7058823529411765,0,0,1,
West Nile,Arua District,Vurra Subcounty,Kuluva Hospital,avzSINkwOx8,0,ef9sChBjXf7,amEKxjQc1EQ,Vurra Subcounty,avzSINkwOx8,Arua District,Vurra Subcounty,Kuluva Hospital,UPMB,84980,CDC,FY2024Q4,38,0,0,1,3,6,0,1,7,3,6,0,8,0,2,0,0,0,1,0,1,37,0,0,0,14,0,2,5,4,13,2,0,11,14,0,0,2,5,4,0,2,0,10,14,0,0,2,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,1.0,37,0,0,37,1,1,0,0,0,0,True,38,331,3,0.1148036253776435,0.3333333333333333,0,1,0,45935.94
Teso,Kumi District,Ongino Subcounty,Kumi (Ongino) Hospital,ahzk9fymop1,0,N6HYd0EUoXw,rRHRxf3xdLy,Ongino Subcounty,ahzk9fymop1,Kumi District,Ongino Subcounty,Kumi (Ongino) Hospital,UPMB,84980,CDC,FY2024Q4,65,0,0,1,4,5,0,8,6,4,5,3,3,2,3,3,8,1,9,0,0,46,0,0,0,0,0,0,60,0,5,0,0,5,0,0,0,0,60,0,0,0,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,46,0.0,46,0,0,46,0,0,0,0,0,0,True,65,65,0,1.0,,0,1,0,43243.52
Teso,Kumi District,Southern Division (Kumi MC),Kumi HC IV,T7PV25xOz2Z,0,CUnN5ucSPVy,XuoPc9cvZtb,Southern Division,T7PV25xOz2Z,Kumi District,Southern Division,Kumi HC IV,AIC_Soroti Region,87041,CDC,FY2024Q4,60,0,0,0,2,2,10,0,6,6,6,0,7,1,11,1,1,1,6,0,8,53,0,3,0,32,1,4,3,0,20,12,0,6,32,1,2,2,3,0,2,12,0,6,29,0,1,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,64,8.0,53,0,3,53,4,4,9,4,3,2,True,60,60,8,1.0,1.0,0,1,0,
South Central,Butambala District,Budde Subcounty,Kyabadaza HC III,qYIh49gM216,0,ufN7HvZoVvU,y1FYajAx2ov,Budde Subcounty,qYIh49gM216,Butambala District,Budde Subcounty,Kyabadaza HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,41,0,0,0,4,6,0,0,13,0,7,2,3,0,3,0,1,1,1,0,3,39,0,0,0,19,0,0,0,0,22,4,0,15,19,0,0,0,0,0,3,4,0,15,17,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,42,3.0,39,0,0,39,1,1,1,1,1,1,True,41,41,3,1.0,1.0,0,1,0,28292.04
North Central,Mukono District,Ntunda Subcounty,Kyabazaala HC III,a6p3dWy4ce7,0,PDOD9kF4XE1,teoH1QPWgwQ,Ntunda Subcounty,a6p3dWy4ce7,Mukono District,Ntunda Subcounty,Kyabazaala HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,140,0,0,3,36,6,7,3,12,4,9,6,11,5,10,4,8,3,13,0,9,129,0,17,0,36,0,62,0,0,42,42,0,0,36,0,62,0,0,0,0,42,0,0,30,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,140,155,9.0,129,0,17,129,1,1,8,6,8,8,True,140,140,9,1.0,1.0,0,0,1,31035.96
Tooro,Kamwenge District,Kahunge Town Council,Kyabenda HC III,qMBXDpWSarC,0,gDDqWoJfuLL,hd2hGD6uQwR,Kahunge Town Council,qMBXDpWSarC,Kamwenge District,Kahunge Town Council,Kyabenda HC III,UPMB,84980,CDC,FY2024Q4,118,0,1,8,3,29,4,6,29,2,13,0,7,0,8,0,2,1,5,0,1,114,0,1,0,54,0,0,0,0,63,3,0,1,54,0,0,0,0,0,59,3,0,1,52,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,116,1.0,114,0,1,113,0,0,1,0,0,0,False,117,117,1,1.0,1.0,0,1,0,37492.0
South Central,Sembabule District,Lugusulu Subcounty,Kyabi HC III,u0ZXCHvbs0W,0,zdrb13Md264,P8ldXLS7HlC,Lugusulu Subcounty,u0ZXCHvbs0W,Sembabule District,Kawanda Subcounty,Kyabi HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,199,1,0,15,18,25,3,8,23,14,21,8,10,3,10,10,10,7,13,0,16,184,0,0,0,82,1,22,0,0,94,13,0,75,82,1,22,0,0,0,6,11,0,75,69,1,22,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,199,200,16.0,184,0,0,184,2,2,14,7,7,7,True,199,199,16,1.0,1.0,0,1,0,
Ankole,Bushenyi District,Kyabugimbi Town Council,Kyabugimbi HC IV,ILr03pFmrva,0,UrzICmWJELh,pkW6rMHoZdM,Kyabugimbi Town Council,ILr03pFmrva,Bushenyi District,Kyabugimbi Town Council,Kyabugimbi HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,109,0,0,8,7,24,13,4,28,1,9,4,3,1,2,1,1,3,0,0,1,120,0,1,0,26,1,1,0,0,93,10,0,29,26,1,1,0,0,0,54,10,0,29,26,1,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,122,1.0,120,0,1,120,0,0,0,0,0,0,False,121,121,1,1.0,1.0,1,0,0,19853.25
North Central,Luwero District,Katikamu Subcounty,Kyalugondo HC III,E49UQK1wLQ2,0,JCzH5DPpMe7,cHnFYbYDsPv,Katikamu Subcounty,E49UQK1wLQ2,Luwero District,Katikamu Subcounty,Kyalugondo HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,32,0,0,1,7,1,5,2,6,0,3,0,1,1,3,0,1,0,1,0,0,32,0,0,0,9,0,4,0,0,19,10,0,8,9,0,1,3,0,0,1,10,0,8,9,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0.0,32,0,0,32,0,0,0,0,0,0,True,32,297,1,0.1077441077441077,0.0,0,0,1,89498.76000000001
South Central,Rakai District,Kyalulangira Subcounty,Kyalulangira HC III,hBhHjc3o6Fa,0,mYKRX4BWhag,duaodfc7yNh,Kyalulangira Subcounty,hBhHjc3o6Fa,Rakai District,Kyalulangira Subcounty,Kyalulangira HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,2,0,0,2,0,0,0,0,0,0,True,2,184,3,0.0108695652173913,0.0,0,1,0,57313.32
North Central,Mukono District,Kyampisi Subcounty,Kyampisi HC III,gQ7xBJtwsF3,0,Hl8TanKUYkL,aw9nfFl6IL4,Kyampisi Subcounty,gQ7xBJtwsF3,Mukono District,Kyampisi Subcounty,Kyampisi HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,325,0,0,5,139,24,23,7,38,10,23,9,16,3,9,2,5,2,10,0,4,211,0,110,0,102,0,59,0,0,164,158,0,6,102,0,59,0,0,0,0,119,0,6,67,0,18,0,0,0,0,3,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,325,325,4.0,211,0,110,210,5,5,0,1,3,3,True,325,325,4,1.0,1.0,0,0,1,92852.44
