Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District ,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL) ,Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male"
Eastern Region,East Central,NRHnL9b4KGT,Jinja City,Jinja North Division,Lukolo Health Centre III,MJAP East Central,82000,USAID,WMCtfNd0wb2,NRHnL9b4KGT,Jinja City,Jinja North Division,Lukolo Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,189,0,0,2,4,1,3,8,12,19,24,20,18,11,7,3,7,0,0,2,3,5,3,1,0,4,5,8,3,7,3,3,3,0,0,0,0,0,,,4,5,9,2,,,3,5,56,15,,,0,0,67,23
Central Region,Central 2,f5lLaEQlPzM,Mityana District,Central Division,Lulagala Health Centre III,UPMB,84980,CDC,vXTfTWylP79,f5lLaEQlPzM,Mityana District,Central Division,Lulagala Health Centre III,UPMB,84980,CDC,DSD,FY2025Q1,395,0,0,2,4,10,2,7,35,47,31,40,15,17,20,7,19,0,0,0,1,7,2,0,6,14,27,26,18,11,12,8,7,0,0,0,0,0,,,15,6,58,29,,,1,2,114,59,,,0,0,68,43
Central Region,Central 1,K3E78Mqdg2A,Kalangala District,Bufumira Subcounty,Lulamba Health Centre III,IDI Masaka Wakiso Region,87029,CDC,a8ZOZIkJrfq,K3E78Mqdg2A,Kalangala District,Bufumira Subcounty,Lulamba Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,623,0,1,0,3,3,5,12,35,53,62,75,33,15,8,3,2,0,0,1,3,8,2,5,11,35,65,67,58,33,16,4,5,0,0,0,0,0,,,1,5,43,65,,,4,4,176,170,,,2,3,84,66
Eastern Region,East Central,Tb7BdBuiIn8,Kamuli District,Wankole Subcounty,Lulyambuzi Health Centre III,MJAP East Central,82000,USAID,V90krWzIZrQ,Tb7BdBuiIn8,Kamuli District,Wankole Subcounty,Lulyambuzi Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,365,0,1,3,4,2,8,17,27,25,34,25,29,24,19,7,15,0,0,2,1,4,6,0,7,12,18,22,16,11,10,6,10,0,0,0,0,0,,,4,1,26,9,,,5,6,111,56,,,1,0,93,53
Northern Region,Mid Northern,u5RZ36WcsNN,Nwoya District,Lungulu Subcounty,Lulyango Health Centre II,TASO Ankole Acholi,81998,USAID,GIW3gfa9GZU,u5RZ36WcsNN,Nwoya District,Lungulu Subcounty,Lulyango Health Centre II,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,2,1,0,0,,,0,0,19,7,,,0,0,2,1
Eastern Region,East Central,auwyv5FxrEm,Busia District,Lumino-Majanji Town Council,Lumino Foc Rev Health Centre III,UPMB LSD,81995,USAID,CdMwuW70Um7,auwyv5FxrEm,Busia District,Lumino-Majanji Town Council,Lumino Foc Rev Health Centre III,UPMB_LSD,81995,USAID,DSD,FY2025Q1,353,0,0,1,2,5,1,14,15,32,39,40,29,17,9,9,3,0,0,1,4,4,5,1,2,12,18,23,23,23,10,4,7,0,0,0,0,0,,,1,3,31,19,,,5,4,93,41,,,2,2,84,68
Eastern Region,East Central,eheRSS5qlxR,Busia District,Lumino-Majanji Town Council,Lumino Health Centre III,MJAP East Central,82000,USAID,BXxr3VayrW5,eheRSS5qlxR,Busia District,Lumino-Majanji Town Council,Lumino Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,1084,0,0,2,7,13,22,40,63,89,111,104,91,63,31,34,26,0,0,2,10,8,15,9,10,27,44,73,63,51,28,24,24,0,0,0,0,0,,,2,3,74,18,,,18,17,285,150,,,2,0,315,200
Eastern Region,East Central,RkPKHtihwLz,Busia District,Lunyo Subcounty,Lunyo Health Centre III,MJAP East Central,82000,USAID,B5rOJEow0vB,RkPKHtihwLz,Busia District,Lunyo Subcounty,Lunyo Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,785,0,0,1,4,6,14,31,62,93,90,73,60,35,30,20,11,0,0,1,7,11,7,5,5,17,36,50,46,33,15,11,11,0,0,0,0,0,,,0,3,39,11,,,8,14,274,107,,,3,2,206,118
Northern Region,West Nile,bqKNwCoEgpx,Obongi District,Itula Subcounty,Luru Health Centre III,IDI West Nile,84981,CDC,JCSiXcyJ56B,bqKNwCoEgpx,Obongi District,Itula Subcounty,Luru Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,43,0,0,0,0,2,1,1,4,1,5,5,6,0,3,0,3,0,0,0,0,1,1,0,0,1,2,1,2,2,1,0,1,0,0,0,0,0,,,1,0,0,0,,,1,1,9,2,,,0,0,20,9
Central Region,Central 2,UjFfuEtJHTJ,Luwero District,Bamunanika Subcounty,Luteete Health Centre II,WALTER REED-MUWRP,160699,DOD,oaVpeNWOqf5,UjFfuEtJHTJ,Luwero District,Bamunanika Subcounty,Luteete Health Centre II,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,0,1,5,1,,,0,2,8,2,,,0,0,3,5
Central Region,Central 2,SbhXVHOtboo,Luwero District,Luweero Town Council,Luwero General Hospital,WALTER REED-MUWRP,160699,DOD,DkyGX4yA9xr,SbhXVHOtboo,Luwero District,Luweero Town Council,Luwero General Hospital,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,4233,0,0,10,31,50,45,182,412,552,478,396,306,207,137,68,80,0,1,14,37,35,25,29,87,124,181,184,180,144,125,62,51,0,0,0,0,0,,,10,5,276,44,,,80,82,1685,694,,,1,0,902,454
Central Region,Central 2,amOfrCsmDMr,Nakasongola District,Lwampanga Subcounty,Luwero Industries Ltd Clinic,URC DOD/UPDF,160698,DOD,OELkOLxvZxB,amOfrCsmDMr,Nakasongola District,Lwampanga Subcounty,Luwero Industries Ltd Clinic,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,200,0,0,1,1,2,3,2,11,24,13,19,15,12,8,1,1,0,0,0,2,1,0,1,3,10,9,20,15,12,6,3,5,0,0,0,0,0,,,3,3,37,27,,,1,0,23,16,,,0,0,49,41
Central Region,Central 1,LKxm4CmrYYh,Wakiso District,Kakiri Subcounty,Luwunga Barracks HC III,URC DOD/UPDF,160698,DOD,OELkOLxvZxB,LKxm4CmrYYh,Wakiso District,Kakiri Subcounty,Luwunga Barracks Health Centre III,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,1776,0,0,5,3,6,14,22,76,124,125,109,89,52,35,12,9,0,0,2,9,13,11,8,33,81,119,247,268,185,66,38,15,0,0,0,0,0,,,10,13,98,98,,,4,8,205,479,,,0,3,364,494
Central Region,Central 1,NCu3t93AIns,Bukomansimbi District,Butenga Town Council,Luyitayita Health Centre III,UPMB,84980,CDC,q0Wo0aF2MDK,NCu3t93AIns,Bukomansimbi District,Butenga Town Council,Luyitayita Health Centre III,UPMB,84980,CDC,DSD,FY2025Q1,102,0,0,0,1,2,3,10,11,14,12,8,5,1,4,1,0,0,0,0,1,1,1,0,4,4,3,6,4,2,2,2,0,0,0,0,0,0,,,2,1,20,4,,,0,1,35,18,,,1,0,14,6
Northern Region,West Nile,s4pFdzmNfgg,Yumbe District,Kululu Subcounty,Luzira Health Centre III,IDI West Nile,84981,CDC,lwuNgiFssXy,s4pFdzmNfgg,Yumbe District,Kululu Subcounty,Luzira Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,22,0,0,0,0,0,1,2,2,4,2,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,16,6,,,0,0,0,0
Central Region,Kampala,mDMIY5uLZzf,Kampala District,Nakawa Division,Luzira Staff Clinic,UPS Follow-on,84974,CDC,GhOdQDcC8SE,mDMIY5uLZzf,Kampala District,Nakawa Division,Luzira Staff Clinic,UPS,84974,CDC,DSD,FY2025Q1,694,0,0,1,3,2,12,44,125,126,62,54,33,36,,,,0,1,1,2,4,2,13,29,29,35,35,21,24,,,,0,0,0,0,0,,,3,4,204,53,,,2,2,96,39,,,1,2,192,96
Central Region,Central 2,bBNSvGxVrSq,Buvuma District,Lwajje Subcounty,Lwajje Health Centre III,WALTER REED-MUWRP,160699,DOD,QIbq3biR45y,bBNSvGxVrSq,Buvuma District,Lwajje Subcounty,Lwajje Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,616,0,0,3,2,4,4,22,60,77,60,43,33,14,8,4,1,0,0,1,0,3,0,11,24,43,55,63,38,26,13,1,3,0,0,0,0,0,,,4,1,45,33,,,3,1,51,47,,,2,2,230,197
Central Region,Central 1,uLBT1C3Dhkh,Rakai District,Ddwaniro Subcounty,Lwakalolo Health Centre II,IDI Masaka Wakiso Region,87029,CDC,Cf9mD4z0CEC,uLBT1C3Dhkh,Rakai District,Ddwaniro Subcounty,Lwakalolo Health Centre II,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,106,0,0,0,0,1,1,3,11,21,12,9,7,6,1,0,0,0,0,0,0,1,0,1,1,2,9,5,6,4,3,0,2,0,0,0,0,0,,,0,0,3,1,,,1,1,30,17,,,0,0,38,15
Eastern Region,North East,UdkpzjDtHXu,Kalaki District,Otuboi Subcounty,Lwala Hospital,UEC,81974,CDC,U9mdF1PXIot,UdkpzjDtHXu,Kalaki District,Otuboi Subcounty,Lwala Hospital,UEC,81974,CDC,DSD,FY2025Q1,892,0,1,1,4,27,17,22,27,57,81,97,91,57,40,24,25,0,0,1,2,19,11,8,6,23,24,60,44,49,38,19,17,0,0,0,0,0,,,13,11,62,37,,,17,11,188,108,,,3,0,288,154
Central Region,Central 1,oBg69iZLKtq,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Govt Health Centre III,IDI Masaka Wakiso Region,87029,CDC,fShk4sVA5ji,oBg69iZLKtq,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Govt Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,1030,0,0,4,9,14,12,40,61,83,91,101,98,78,43,37,23,0,0,5,7,14,11,2,17,19,30,57,52,52,30,23,17,0,0,0,0,0,,,10,8,93,30,,,10,15,228,123,,,7,3,346,157
Central Region,Central 1,ml9Ztrc35ZD,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,UEC,81974,CDC,pwwjS9FEcDq,ml9Ztrc35ZD,Rakai District,Lwamaggwa Subcounty,Lwamaggwa Ngo Health Centre II,UEC,81974,CDC,DSD,FY2025Q1,384,0,0,1,1,9,4,8,38,44,35,44,30,27,12,5,11,0,0,2,3,4,1,3,1,14,16,23,14,18,3,4,9,0,0,0,0,0,,,11,9,130,52,,,0,0,86,45,,,0,0,42,9
Central Region,Central 2,mNMqG0YEffI,Kiboga District,Lwamata Town Council,Lwamata Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,q1aiYOS0XIF,mNMqG0YEffI,Kiboga District,Lwamata Town Council,Lwamata Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,1354,0,0,3,8,14,6,47,121,161,155,122,80,74,39,30,34,0,0,5,11,19,15,6,23,42,71,69,51,57,42,24,25,0,0,0,0,0,,,3,4,145,37,,,22,30,577,308,,,0,1,147,80
Central Region,Central 2,werOrHbzh72,Nakasongola District,Lwampanga Subcounty,Lwampanga Health Centre III,WALTER REED-MUWRP,160699,DOD,rEKTBtze3PW,werOrHbzh72,Nakasongola District,Lwampanga Town Council,Lwampanga Health Centre III,WALTER REED_MUWRP,160699,DOD,DSD,FY2025Q1,708,0,0,3,7,4,8,29,62,69,73,61,37,86,,,,0,0,1,6,3,6,8,8,27,39,56,46,69,,,,0,0,0,0,0,,,3,3,47,24,,,10,7,239,154,,,1,0,138,80
Central Region,Central 1,Lo7mfA6jWTu,Rakai District,Lwanda Subcounty,Lwanda Health Centre III,IDI Masaka Wakiso Region,87029,CDC,rKpunwUNQ5w,Lo7mfA6jWTu,Rakai District,Lwanda Subcounty,Lwanda Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,780,0,0,0,9,12,9,28,51,80,71,64,71,52,35,23,13,0,0,2,3,10,10,4,8,16,47,37,51,30,25,9,10,0,0,0,0,0,,,0,0,15,0,,,20,13,115,59,,,1,2,367,188
Central Region,Central 2,PEWPGWSHd0K,Kassanda District,Kalwana Subcounty,Lwangiri Health Centre II,UEC,81974,CDC,k2AbS1usV1v,PEWPGWSHd0K,Kassanda District,Kalwana Subcounty,Lwangiri Health Centre II,UEC,81974,CDC,DSD,FY2025Q1,9,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,,,1,0,2,2,,,0,0,2,2,,,0,0,0,0
Eastern Region,Mid Eastern,hC1gtogaFM0,Mbale District,Busoba Subcounty,Lwangoli Health Centre III,Baylor Eastern Region,82001,USAID,aTrM9Gx5VIc,hC1gtogaFM0,Mbale District,Busoba Subcounty,Lwangoli Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,76,0,0,1,0,1,1,2,5,10,10,5,4,7,7,3,2,0,0,0,0,2,0,0,1,2,1,5,1,2,2,1,1,0,0,0,0,0,,,2,1,16,3,,,0,1,18,6,,,0,0,22,7
Eastern Region,Mid Eastern,roJb8A7yXNm,Manafwa District,Busukuya Subcounty,Lwanjusi Health Centre III,Baylor Eastern Region,82001,USAID,a34k9LlfOwO,roJb8A7yXNm,Manafwa District,Busukuya Subcounty,Lwanjusi Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,246,0,0,0,1,5,2,9,8,20,25,23,18,21,9,8,4,0,0,0,2,1,4,1,5,7,6,26,16,9,7,6,3,0,0,0,0,0,,,1,0,12,12,,,5,3,46,26,,,0,0,89,52
Central Region,Central 1,FuOuXP2WFU8,Kyotera District,Lwankoni Subcounty,Lwankoni Health Centre III,IDI Masaka Wakiso Region,87029,CDC,Oxj8iLzk4OY,FuOuXP2WFU8,Kyotera District,Lwankoni Subcounty,Lwankoni Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,285,0,0,0,2,3,6,11,28,44,36,31,19,13,5,3,7,0,0,0,0,2,1,1,2,11,13,12,11,10,5,6,3,0,0,0,0,0,,,3,0,22,2,,,2,2,98,33,,,0,0,83,40
Central Region,Central 1,T7UcwZlbp1F,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Gvt Health Centre III,IDI Masaka Wakiso Region,87029,CDC,rNDwOVJ0DJZ,T7UcwZlbp1F,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Gvt Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,649,0,0,3,12,9,11,18,53,68,68,56,50,32,32,8,7,0,0,3,2,10,3,4,14,30,31,32,26,24,18,12,13,0,0,0,0,0,,,2,1,34,8,,,20,13,166,96,,,2,1,203,103
Central Region,Central 1,GGccoyznKwM,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,UEC,81974,CDC,HE6GmdoDllS,GGccoyznKwM,Sembabule District,Lwebitakuli Subcounty,Lwebitakuli Ngo Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,412,0,0,1,3,8,5,4,41,48,42,35,33,46,,,,0,0,1,6,3,1,4,10,10,21,28,19,43,,,,0,0,0,0,0,,,8,4,53,27,,,4,6,125,64,,,0,0,79,41
Central Region,Central 2,ysJmTEFHRJz,Mubende District,Western Division,Lwemikomago Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,EmZ8JOeoBcB,ysJmTEFHRJz,Mubende District,Western Division,Lwemikomago Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,53,0,0,0,0,0,5,10,7,5,4,3,2,3,1,0,0,0,0,1,1,0,0,2,3,2,1,0,0,1,1,0,1,0,0,0,0,0,,,0,0,6,1,,,0,2,34,10,,,0,0,0,0
Central Region,Central 1,ioBktjTQgyS,Sembabule District,Lwemiyaga Subcounty,Lwemiyaga Health Centre III,IDI Masaka Wakiso Region,87029,CDC,bszuxDooP8Z,ioBktjTQgyS,Sembabule District,Lwemiyaga Subcounty,Lwemiyaga Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,1108,0,0,2,16,7,12,46,92,156,106,84,70,38,28,19,23,0,1,3,8,11,14,11,34,46,52,59,45,40,37,20,28,0,0,0,0,0,,,0,0,39,1,,,25,23,464,279,,,0,0,171,106
Central Region,Central 1,oFI3thMRN4h,Lwengo District,Lwengo Subcounty,Lwengo Health Centre IV,IDI Masaka Wakiso Region,87029,CDC,Rx4N1fR5hQb,oFI3thMRN4h,Lwengo District,Lwengo Subcounty,Lwengo Health Centre IV,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,1510,0,0,2,8,13,25,38,105,150,146,174,123,67,50,25,33,0,0,1,10,19,17,12,15,55,100,85,83,56,49,26,23,0,0,0,0,0,,,2,5,79,12,,,14,18,103,42,,,7,7,754,467
Central Region,Central 1,rrOymteWVK8,Lwengo District,Kisekka Subcounty,Lwengo Kinoni Govt Health Centre III,IDI Masaka Wakiso Region,87029,CDC,Jt5e3XOaiOT,rrOymteWVK8,Lwengo District,Kisekka Subcounty,Lwengo Kinoni Govt Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,2305,0,1,3,13,32,29,73,145,234,288,236,182,108,81,51,46,0,0,5,20,41,26,23,29,69,103,126,115,82,57,48,39,0,0,0,0,0,,,7,12,133,40,,,38,52,533,254,,,4,2,807,423
Central Region,Central 1,,,,,,,,,I6opAM4Y3ci,Lwengo District,Lwengo Subcounty,Lwengo Prisons Health Centre II,UPS,84974,CDC,DSD,FY2025Q1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
Central Region,Central 1,e3pk4rlUWj7,Lyantonde District,Lyakajura Subcounty,Lyakajura Health Centre III,IDI Masaka Wakiso Region,87029,CDC,Sp28F7UCCl4,e3pk4rlUWj7,Lyantonde District,Lyakajura Subcounty,Lyakajura Health Centre III,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,490,0,0,1,3,6,10,22,43,34,51,45,24,19,13,9,5,0,0,2,4,2,4,3,9,27,32,41,28,24,11,7,11,0,0,0,0,0,,,1,1,33,24,,,7,6,118,59,,,2,1,124,114
Eastern Region,Mid Eastern,z2Ye13P7ajL,Budaka District,Lyama Town Council,Lyama Health Centre III,Baylor Eastern Region,82001,USAID,LKfZI9t9b0I,z2Ye13P7ajL,Budaka District,Lyama Town Council,Lyama Health Centre III,Baylor_Eastern Region,82001,USAID,DSD,FY2025Q1,151,0,0,0,1,2,1,4,8,19,15,19,10,9,7,4,8,0,0,1,1,1,1,0,1,4,9,5,5,6,2,2,6,0,0,0,0,0,,,0,1,7,0,,,0,0,7,0,,,3,2,90,41
Central Region,Central 1,Gje6ykVPZKQ,Lyantonde District,Lyantonde Town Council,Lyantonde General Hospital,IDI Masaka Wakiso Region,87029,CDC,C3lPd90QP4Y,Gje6ykVPZKQ,Lyantonde District,Lyantonde Town Council,Lyantonde General Hospital,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,4445,0,0,15,30,46,65,131,266,434,464,459,361,261,152,84,78,0,1,11,20,41,33,31,63,137,194,270,257,214,158,93,76,0,0,0,0,0,,,14,10,150,68,,,75,62,2142,1205,,,2,1,463,253
Central Region,Central 1,RYMEkOh45MP,Lyantonde District,Lyantonde Town Council,Lyantonde Muslim Health Centre III,UEC,81974,CDC,QEOLtQlQaGO,RYMEkOh45MP,Lyantonde District,Lyantonde Town Council,Lyantonde Muslim Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,1362,0,0,2,7,12,7,57,140,164,144,126,89,147,,,,0,0,4,4,10,9,8,28,74,72,74,58,126,,,,0,0,0,0,0,,,4,3,80,22,,,16,12,251,129,,,1,3,543,296
Central Region,Central 2,tKfAzzZrSC7,Mityana District,Maanyi Subcounty,Maanyi Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,NxuE2lcI2wg,tKfAzzZrSC7,Mityana District,Maanyi Subcounty,Maanyi Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,926,0,0,1,1,5,11,34,71,74,84,72,75,38,45,39,18,0,1,1,5,12,11,4,21,21,49,38,59,37,48,22,29,0,0,0,0,0,,,0,2,15,2,,,7,17,367,212,,,0,0,179,125
Western Region,Mid Western,b5Ty8QKKPVI,Kagadi District,Mabaale Town Council,Mabaale Health Centre III,Baylor Hoima Region,81977,CDC,ysrXkMmMG2t,b5Ty8QKKPVI,Kagadi District,Mabaale Town Council,Mabaale Health Centre III,Baylor_Hoima Region,81977,CDC,DSD,FY2025Q1,939,0,0,3,9,9,18,84,113,112,97,82,43,50,16,9,9,0,0,4,6,8,8,8,30,44,47,40,34,26,15,6,9,0,0,0,0,0,,,1,2,45,11,,,14,16,424,198,,,6,0,164,58
Northern Region,Mid Northern,,,,,,,,,B0fM5cE4uKL,Sheema District,Masheruka Town Council,Mabaare Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,41,0,0,0,0,0,4,4,6,5,4,1,0,1,,,,0,0,0,0,0,0,1,4,0,1,5,1,4,,,,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0
Western Region,Mid Western,ajogQebjO0O,Kyenjojo District,Bugaaki Subcounty,Mabale Tea Factory Health Centre II,Baylor Fort Portal Mubende Region,87039,CDC,sAvVi3w2SOP,ajogQebjO0O,Kyenjojo District,Bugaaki Subcounty,Mabale Tea Factory Health Centre II,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,137,0,0,0,2,6,5,5,12,22,14,11,3,3,5,0,3,0,0,0,2,2,1,0,1,4,6,4,11,6,3,2,4,0,0,0,0,0,,,4,2,24,2,,,4,2,37,24,,,0,0,22,16
Northern Region,Mid Northern,akpD9KoxPcB,Isingiro District,Isingiro Town Council,Mabona Health Centre III,TASO Ankole Acholi,81998,USAID,UotlIT0arfe,akpD9KoxPcB,Isingiro District,Isingiro Town Council,Mabona Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,169,0,0,0,3,1,0,3,8,17,23,16,9,9,4,4,4,0,0,0,4,2,0,1,2,7,17,8,10,6,5,5,1,0,0,0,0,0,,,1,1,2,10,,,3,5,61,29,,,0,0,34,23
Central Region,Central 1,r7ugOoXi8F1,Gomba District,Maddu Town Council,Maddu Health Centre IV,IDI Masaka Wakiso Region,87029,CDC,tNWFahSJDre,r7ugOoXi8F1,Gomba District,Maddu Town Council,Maddu Health Centre IV,IDI_Masaka_Wakiso Region,87029,CDC,DSD,FY2025Q1,2134,0,0,8,3,29,33,64,134,182,179,185,132,132,92,62,69,0,0,4,9,13,20,11,26,65,127,122,117,105,97,51,63,0,0,0,0,0,,,3,0,73,37,,,32,24,612,356,,,5,2,579,411
Northern Region,Mid Northern,Z3lDSWMFUyS,Lamwo District,Madi Opei Subcounty,Madi-Opei Health Centre IV,TASO Ankole Acholi,81998,USAID,GBqxzSy1lfd,Z3lDSWMFUyS,Lamwo District,Madi Opei Subcounty,Madi-Opei Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,548,0,0,2,4,8,7,14,21,30,52,46,58,96,,,,0,0,0,3,4,7,3,8,17,39,37,23,69,,,,0,0,0,0,0,,,1,1,8,4,,,4,4,59,14,,,9,2,260,186
Central Region,Central 2,Y5ighgzxrUT,Mubende District,Madudu Subcounty,Madudu Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,AdATftlOrSy,Y5ighgzxrUT,Mubende District,Madudu Subcounty,Madudu Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,1302,0,0,6,18,17,25,63,136,147,108,105,74,48,48,17,21,0,0,6,12,5,13,14,33,64,75,68,59,44,32,17,27,0,0,70,0,0,,,0,2,19,3,,,40,21,504,260,,,1,0,269,183
Eastern Region,East Central,bfvn50ACB0b,Namutumba District,Magada Subcounty,Magada Health Centre III,MJAP East Central,82000,USAID,vJyTzUwVyPm,bfvn50ACB0b,Namutumba District,Magada Subcounty,Magada Health Centre III,MJAP_East Central Region,82000,USAID,DSD,FY2025Q1,336,0,0,2,4,8,3,13,23,32,30,26,17,32,11,9,11,0,1,2,5,6,2,2,10,6,9,22,10,16,10,7,7,0,0,0,0,0,,,1,5,16,7,,,10,9,46,25,,,3,0,145,69
Central Region,Central 2,WqoBdlGeBgn,Mityana District,Ttamu Division,Magala Health Centre III,Baylor Fort Portal Mubende Region,87039,CDC,zce0vdIdzdA,WqoBdlGeBgn,Mityana District,Ttamu Division,Magala Health Centre III,Baylor_Fort Portal_Mubende Region,87039,CDC,DSD,FY2025Q1,804,0,0,1,6,8,8,33,126,119,80,68,25,37,26,16,19,0,0,2,3,6,4,5,17,39,46,33,30,22,14,5,6,0,0,0,0,0,,,1,2,20,12,,,14,8,341,116,,,0,1,196,93
