,,,,,,,,,,,,,,,,,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,HIV_Prev,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV,PP_PREV2,PP_PREV3,PP_PREV4,PP_PREV5,PP_PREV6,PP_PREV7,PP_PREV8,PP_PREV9,PP_PREV10,PP_PREV11,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,HIV_pos_test,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,New_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,PP_ART,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL eligible,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_lab_doc,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,VL_supp,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary,summary
North Central,Mityana District,Butayunja Subcounty,Kitongo HC III,fT2e8nED9PT,,TIS39ChFGYf,shdlKyeeaSP,Butayunja Subcounty,fT2e8nED9PT,Mityana District,Butayunja Subcounty,Kitongo HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,45,,,2,7,5,4,1,8,,4,1,3,,1,2,2,,5,,7,28,,,,26,,1,1,,17,10,,7,26,,1,,1,,,7,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,4,0,1,0,1,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,4,0,1,0,1,0,0,45,35,7,28,,,28,0,0,6,7,7,6,TRUE
South Central,Masaka City,Nyendo-Senyange Division,Kitovu Hospital,n9fxWoPWRJB,,CFKOqZTOYAN,RILVSBz1D8A,Nyendo-Senyange Division,n9fxWoPWRJB,Masaka City,Nyendo-Mukungwe Division,Kitovu Hospital,UEC,81974,CDC,FY2024Q4,303,,,10,25,26,7,11,22,11,41,15,45,5,25,5,22,6,27,,102,199,,6,,39,3,33,181,3,44,12,,24,39,3,24,9,181,3,8,12,0,22,39,3,22,9,81,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,63,0,0,0,0,2,0,0,86,0,86,0,0,0,0,2,0,0,0,0,86,0,0,0,0,2,0,0,0,0,26,0,0,303,307,102,199,,6,199,1,1,65,174,88,28,TRUE
South Central,Masaka City,Katwe-Butego Division,Kitovu Mobile Clinic,LKn50qRDDAB,,ZUCbq4RPRvG,xsotWdNU84V,Katwe-Butego Division,LKn50qRDDAB,Masaka City,Nyendo-Mukungwe Division,Kitovu Mobile Clinic,UEC,81974,CDC,FY2024Q4,51,,,2,7,3,6,4,6,3,3,,5,1,6,,4,,1,,,51,,,,6,,10,13,,22,10,,11,6,,10,,13,,1,10,0,11,6,0,10,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,,51,,,51,0,0,0,0,0,0,TRUE
Tooro,Kasese District,Kitswamba Subcounty,Kitswamba HC III,OOJMUm6aMR4,,E3zfsLfczv6,TsuUYO30OCh,Kitswamba Subcounty,OOJMUm6aMR4,Kasese District,Kitswamba Town Council,Kitswamba HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,236,1,,19,20,45,2,7,62,2,39,,23,1,11,,1,,3,,3,212,,31,17,182,9,17,,,11,2,17,,182,9,3,14,,,9,2,15,0,173,9,3,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,236,246,3,212,,31,212,2,2,3,1,1,1,TRUE
Ankole,Ntungamo District,Kitwe Town Council,Kitwe HC IV,FGnMVMPBCLN,,uMaS0nm4d5F,gSAEzda8FU5,Kitwe Town Council,FGnMVMPBCLN,Ntungamo District,Kitwe Town Council,Kitwe HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,18,,,2,1,3,3,1,4,1,2,,,,,,1,,,,4,14,,1,,12,,0,,,7,2,,4,12,,,,,,1,2,0,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,19,4,14,,1,14,0,0,4,2,2,2,FALSE
Busoga,Mayuge District,Kityerera Sub county,Kityerera HC IV,Mi38bllyzCQ,,L5BsWAZcVA1,Qh0pIm9FFJP,Kityerera Subcounty,W65MlPtBlmF,Mayuge District,Bugadde Town Council,Kityerera HC IV,MJAP_East Central Region,82000,USAID,FY2024Q4,472,,,16,94,33,61,37,61,11,30,10,33,16,23,4,12,16,15,,,409,,18,1,76,10,125,55,7,195,145,1,15,76,10,78,47,55,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,427,,409,,18,0,0,0,0,0,0,0,FALSE
Ankole,Bushenyi District,Ishaka Division,Kiu Teaching Hospital,sMYprHm7m3K,,l7pvtFproN5,NZxlW2ODuWs,Ishaka Division,sMYprHm7m3K,Bushenyi District,Ishaka Division,Kiu Teaching Hospital,UPMB_LSD,81995,USAID,FY2024Q4,98,,,1,18,10,3,6,20,4,8,2,5,,4,2,5,2,8,,39,62,,,,16,5,21,,12,45,20,,17,16,5,18,3,,12,8,10,0,17,12,4,8,1,0,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,1,9,1,0,4,0,3,0,0,2,0,0,0,0,4,1,3,0,0,2,0,3,0,0,4,1,3,0,0,2,0,3,0,0,4,1,98,101,39,62,,,62,1,1,23,10,13,13,FALSE
South Central,Lwengo District,Kisekka Subcounty,Kiwangala HC IV,oviT3cugAEz,,Q39vMcpEKzl,muoRChD5H2a,Kisekka Subcounty,oviT3cugAEz,Lwengo District,Kisekka Subcounty,Kiwangala HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,152,,,1,15,14,4,15,10,18,10,12,8,10,5,5,7,6,12,,1,145,,14,,11,,14,,,126,8,,103,11,,13,1,,,15,8,0,99,11,0,11,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,160,1,145,,14,144,0,0,1,0,0,0,FALSE
North Central,Nakaseke District,Kiwoko Town Council,Kiwoko Hospital,OtHSbYGRmmu,,jvefOrsd9g7,NKV2P5QBXjo,Kiwoko Town Council,OtHSbYGRmmu,Nakaseke District,Kiwoko Town Council,Kiwoko Hospital,UPMB,84980,CDC,FY2024Q4,301,,,43,10,61,3,7,42,2,32,4,35,3,18,,17,,24,,18,283,,,,137,2,109,,1,52,3,,44,137,2,107,2,,1,5,2,0,44,128,2,101,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,1,0,0,9,0,0,2,0,0,0,1,0,0,9,0,6,2,0,0,0,1,0,0,9,0,5,2,0,0,0,301,301,18,283,,,283,3,3,12,12,18,17,TRUE
Tooro,Bunyangabu District,Kiyombya Subcounty,Kiyombya HC III,a0Tgsf83fGB,,G7n2M7Hqw4S,p2aRyhUoSwA,Kiyombya Subcounty,a0Tgsf83fGB,Bunyangabu District,Kiyombya Subcounty,Kiyombya HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,121,,,,2,7,5,7,13,6,9,5,21,4,17,6,5,9,5,,,121,,,,59,5,25,,,32,4,,26,59,5,25,,,,2,4,0,30,73,5,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,,121,,,139,0,0,0,0,0,0,TRUE
South Central,Masaka City,Mukungwe Subcounty,Kiyumba HC IV,AjaGtzC8woM,,qbrvt8PR3uk,Wkwx9ZudDbC,Nyendo-Mukungwe Division,AjaGtzC8woM,Masaka City,Nyendo-Mukungwe Division,Kiyumba HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,41,,,,3,5,,5,5,2,5,2,3,2,3,,1,1,4,,2,39,,,,19,,1,7,,14,1,,12,19,,1,,7,,1,1,0,12,19,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,41,41,2,39,,,39,0,0,0,2,1,1,TRUE
North Central,Mubende District,Kiyuni Subcounty,Kiyuni (Mubende) HC III,BuBhkTtnfuE,,EjwPP0uzlnE,D56E5qyYTRl,Kiyuni Subcounty,BuBhkTtnfuE,Mubende District,Kiyuni Subcounty,Kiyuni (Mubende) HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,240,,,,89,8,42,19,26,9,25,3,13,1,5,,,,,,9,231,,,,59,,4,,,177,121,,36,59,,3,1,,,20,119,0,36,57,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,2,0,0,2,0,0,1,0,0,3,2,0,0,2,0,1,1,0,0,2,2,0,0,2,0,1,1,0,0,2,240,240,9,231,,,231,0,0,6,8,8,8,TRUE
North Central,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,GjiT4Fcwj6P,,S2iLW4AFo0v,nR5273L4bQI,Gayaza Subcounty,GjiT4Fcwj6P,Kyankwanzi District,Gayaza Subcounty,Kiyuni HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,166,,,23,9,41,33,1,37,,12,,3,2,1,,2,,2,,,166,,,,122,,0,,,44,19,,2,122,,,,,,23,19,0,2,122,0,0,0,0,0,23,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,,166,,,166,2,2,1,0,0,0,TRUE
South Central,Wakiso District,Masuliita Town Council,Kiziba HC III,gCobOTnUj2H,,bmWfqkttqyw,UO60FLzCkaj,Masulita Town Council,gCobOTnUj2H,Wakiso District,Masulita Town Council,Kiziba HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,208,4,,4,79,3,47,19,3,20,3,8,5,6,2,,1,2,2,,52,159,,,,,,9,,,193,121,,71,,,8,1,,,1,88,0,65,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,30,0,4,0,0,6,1,0,0,0,32,0,6,0,0,0,1,0,0,1,31,0,6,0,0,8,1,0,0,1,26,0,6,0,0,7,1,0,0,1,208,211,52,159,,,153,2,2,41,40,47,41,FALSE
West Nile,Koboko District,Southern Division (Koboko MC),Koboko Hospital,JAPYJGfV0VY,,zw9RfYUnwFm,Edb2Cep8vjd,Southern Division,JAPYJGfV0VY,Koboko District,Southern Division,Koboko Hospital,IDI_West Nile Region,84981,CDC,FY2024Q4,244,,,12,1,38,,,74,,43,2,26,,23,,12,,13,,1,243,,,,219,,18,,,6,,,3,219,,6,12,,,3,0,0,3,218,0,6,12,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,1,243,,,242,1,1,2,0,0,0,FALSE
North Central,Mukono District,Kisoga Town Council,Kojja HC IV,akaiT2gUBst,,uKpiQUK7a8I,LHD0YpYmUVK,Kisoga Town Council,akaiT2gUBst,Mukono District,Kisoga Town Council,Kojja HC IV,WALTER REED_MUWRP,160699,DOD,FY2024Q4,903,,1,52,84,165,26,35,143,25,94,16,69,26,61,17,26,18,45,,10,751,,148,,7,,0,797,,99,55,,43,7,,,,797,,1,53,0,43,7,0,0,0,647,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,903,909,10,751,,148,751,16,16,9,18,9,9,TRUE
Kampala,Kampala District,Kawempe Division,Komamboga HC III,TT8I4Fy4d5r,,jneC0DSw9E3,Ij0JHolLSBQ,Kawempe Division,TT8I4Fy4d5r,Kampala District,Kawempe Division,Komamboga HC III,ROM_Kampala Region,87040,CDC,FY2024Q4,"1,167",1,,23,190,126,65,70,206,49,112,28,114,17,83,11,30,4,38,,128,1047,,1,,487,41,123,2,,514,198,,294,487,41,89,34,2,,22,196,0,211,484,37,84,17,1,0,15,1,0,2,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,3,0,35,3,2,3,5,1,0,5,0,0,37,0,2,0,6,0,0,2,0,0,35,0,1,4,6,0,0,2,0,0,32,0,1,4,6,0,0,2,"1,167","1,176",128,"1,047",,1,"1,045",4,5,57,47,48,45,TRUE
North Central,Mukono District,Kkoome Island Subcounty,Koome HC III,fkASUL2GNdM,,MdjM5GbX5jJ,kACIvpPsuGg,Koome island Subcounty,fkASUL2GNdM,Mukono District,Koome island Subcounty,Koome HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,714,1,,17,71,87,25,30,94,26,93,22,89,9,76,5,30,6,33,,24,632,,64,,147,,0,531,,36,33,,2,147,,,,531,,1,32,0,2,107,0,0,0,490,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,6,0,0,0,11,0,0,1,0,0,8,0,9,0,9,0,0,1,0,0,8,0,0,0,9,0,0,1,0,0,8,0,0,0,9,0,0,714,720,24,632,,64,632,9,9,18,27,18,18,TRUE
West Nile,Arua District,Vurra Subcounty,Kuluva Hospital,avzSINkwOx8,,ef9sChBjXf7,amEKxjQc1EQ,Vurra Subcounty,avzSINkwOx8,Arua District,Vurra Subcounty,Kuluva Hospital,UPMB,84980,CDC,FY2024Q4,38,,,1,3,6,,1,7,3,6,,8,,2,,,,1,,1,37,,,,14,,2,5,4,13,2,,11,14,,,2,5,4,,2,0,10,14,0,0,2,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,1,37,,,37,1,1,0,0,0,0,TRUE
Teso,Kumi District,Ongino Subcounty,Kumi (Ongino) Hospital,ahzk9fymop1,,N6HYd0EUoXw,rRHRxf3xdLy,Ongino Subcounty,ahzk9fymop1,Kumi District,Ongino Subcounty,Kumi (Ongino) Hospital,UPMB,84980,CDC,FY2024Q4,65,,,1,4,5,,8,6,4,5,3,3,2,3,3,8,1,9,,,46,,,,,,0,60,,5,,,5,,,,,60,,,0,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,46,,46,,,46,0,0,0,0,0,0,TRUE
Teso,Kumi District,Southern Division (Kumi MC),Kumi HC IV,T7PV25xOz2Z,,CUnN5ucSPVy,XuoPc9cvZtb,Southern Division,T7PV25xOz2Z,Kumi District,Southern Division,Kumi HC IV,AIC_Soroti Region,87041,CDC,FY2024Q4,60,,,,2,2,10,,6,6,6,,7,1,11,1,1,1,6,,8,53,,3,,32,1,4,3,,20,12,,6,32,1,2,2,3,,2,12,0,6,29,0,1,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,60,64,8,53,,3,53,4,4,9,4,3,2,TRUE
South Central,Butambala District,Budde Subcounty,Kyabadaza HC III,qYIh49gM216,,ufN7HvZoVvU,y1FYajAx2ov,Budde Subcounty,qYIh49gM216,Butambala District,Budde Subcounty,Kyabadaza HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,41,,,,4,6,,,13,,7,2,3,,3,,1,1,1,,3,39,,,,19,,0,,,22,4,,15,19,,,,,,3,4,0,15,17,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,42,3,39,,,39,1,1,1,1,1,1,TRUE
North Central,Mukono District,Ntunda Subcounty,Kyabazaala HC III,a6p3dWy4ce7,,PDOD9kF4XE1,teoH1QPWgwQ,Ntunda Subcounty,a6p3dWy4ce7,Mukono District,Ntunda Subcounty,Kyabazaala HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,140,,,3,36,6,7,3,12,4,9,6,11,5,10,4,8,3,13,,9,129,,17,,36,,62,,,42,42,,,36,,62,,,,,42,0,0,30,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,140,155,9,129,,17,129,1,1,8,6,8,8,TRUE
Tooro,Kamwenge District,Kahunge Town Council,Kyabenda HC III,qMBXDpWSarC,,gDDqWoJfuLL,hd2hGD6uQwR,Kahunge Town Council,qMBXDpWSarC,Kamwenge District,Kahunge Town Council,Kyabenda HC III,UPMB,84980,CDC,FY2024Q4,118,,1,8,3,29,4,6,29,2,13,,7,,8,,2,1,5,,1,114,,1,,54,,0,,,63,3,,1,54,,,,,,59,3,0,1,52,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,116,1,114,,1,113,0,0,1,0,0,0,FALSE
South Central,Sembabule District,Lugusulu Subcounty,Kyabi HC III,u0ZXCHvbs0W,,zdrb13Md264,P8ldXLS7HlC,Lugusulu Subcounty,u0ZXCHvbs0W,Sembabule District,Kawanda Subcounty,Kyabi HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,199,1,,15,18,25,3,8,23,14,21,8,10,3,10,10,10,7,13,,16,184,,,,82,1,22,,,94,13,,75,82,1,22,,,,6,11,0,75,69,1,22,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,199,200,16,184,,,184,2,2,14,7,7,7,TRUE
Ankole,Bushenyi District,Kyabugimbi Town Council,Kyabugimbi HC IV,ILr03pFmrva,,UrzICmWJELh,pkW6rMHoZdM,Kyabugimbi Town Council,ILr03pFmrva,Bushenyi District,Kyabugimbi Town Council,Kyabugimbi HC IV,TASO_Ankole Acholi Region,81998,USAID,FY2024Q4,109,,,8,7,24,13,4,28,1,9,4,3,1,2,1,1,3,,,1,120,,1,,26,1,1,,,93,10,,29,26,1,1,,,,54,10,0,29,26,1,1,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,122,1,120,,1,120,0,0,0,0,0,0,FALSE
North Central,Luwero District,Katikamu Subcounty,Kyalugondo HC III,E49UQK1wLQ2,,JCzH5DPpMe7,cHnFYbYDsPv,Katikamu Subcounty,E49UQK1wLQ2,Luwero District,Katikamu Subcounty,Kyalugondo HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,32,,,1,7,1,5,2,6,,3,,1,1,3,,1,,1,,,32,,,,9,,4,,,19,10,,8,9,,1,3,,,1,10,0,8,9,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,,32,,,32,0,0,0,0,0,0,TRUE
South Central,Rakai District,Kyalulangira Subcounty,Kyalulangira HC III,hBhHjc3o6Fa,,mYKRX4BWhag,duaodfc7yNh,Kyalulangira Subcounty,hBhHjc3o6Fa,Rakai District,Kyalulangira Subcounty,Kyalulangira HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,2,,,,,,,2,,,,,,,,,,,,,,2,,,,,,0,,,2,2,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,2,,,2,0,0,0,0,0,0,TRUE
North Central,Mukono District,Kyampisi Subcounty,Kyampisi HC III,gQ7xBJtwsF3,,Hl8TanKUYkL,aw9nfFl6IL4,Kyampisi Subcounty,gQ7xBJtwsF3,Mukono District,Kyampisi Subcounty,Kyampisi HC III,WALTER REED_MUWRP,160699,DOD,FY2024Q4,325,,,5,139,24,23,7,38,10,23,9,16,3,9,2,5,2,10,,4,211,,110,,102,,59,,,164,158,,6,102,,59,,,,,119,0,6,67,0,18,0,0,0,0,3,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,325,325,4,211,,110,210,5,5,0,1,3,3,TRUE
South Central,Kalungu District,Kyamuliibwa Town Council,Kyamulibwa HC III,mgr6AHrRokx,,uijiCMZAmO3,KFJ3QZt5Xja,Kyamulibwa Town Council,mgr6AHrRokx,Kalungu District,Kyamulibwa Town Council,Kyamulibwa HC III,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,121,,,,15,6,4,6,19,9,7,4,13,6,9,4,6,1,12,,,122,,,,20,5,46,,,51,17,,34,20,5,40,6,,,,17,0,34,20,5,40,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,122,,122,,,122,3,3,1,0,0,0,FALSE
North Central,Mityana District,Kalangaalo Subcounty,Kyamusisi HC III,KLRFW0OxcyN,,jGYhXCGM9Cl,pgA6Em15YoN,Kalangaalo Subcounty,KLRFW0OxcyN,Mityana District,Kalangaalo Subcounty,Kyamusisi HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,33,,,,3,2,2,1,5,4,2,4,2,2,,,1,,5,,,38,,,,14,,2,,,22,6,,15,14,,2,,,,1,6,0,16,15,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,,38,,,40,0,0,0,0,0,0,FALSE
South Central,Masaka District,Kyanamukaaka Subcounty,Kyanamukaaka HC IV,aTvsnjjZTyN,,XwOyLbdtAx3,I4FYPTiozay,Kyanamukaaka Subcounty,aTvsnjjZTyN,Masaka District,Kyanamukaaka Subcounty,Kyanamukaaka HC IV,IDI_Masaka Wakiso Region,87029,CDC,FY2024Q4,615,,,8,127,32,67,52,53,35,50,25,45,24,39,9,20,5,24,,13,606,,,,133,,50,31,,399,181,,215,133,,48,2,31,,3,179,0,215,131,0,47,2,30,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,0,0,7,0,2,0,0,0,3,1,0,0,2,0,1,0,1,0,3,1,0,0,2,0,0,0,1,0,3,1,0,0,2,0,0,0,1,0,3,615,619,13,606,,,604,7,7,13,8,7,7,FALSE
North Central,Kiboga District,Kyoomya Subcounty,Kyanamuyonjo HC III,udyIvAUWRfi,,F0fDXyO3GMm,QHm66y6ZFCq,Kyomya Subcounty,udyIvAUWRfi,Kiboga District,Kyomya Subcounty,Kyanamuyonjo HC III,Baylor Fort Portal_Mubende Region,87039,CDC,FY2024Q4,90,,,,6,10,2,3,16,8,16,3,9,3,5,1,6,1,1,,1,45,,,,46,,37,,,7,1,,,46,,37,,,,6,1,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,1,45,,,45,0,0,0,0,0,0,TRUE
Bunyoro,Kikuube District,Kyangwali Subcounty,Kyangwali HC IV,gQKXvT7RNVU,,IiqV6hIF1sg,oatreyhOKt2,Kyangwali Subcounty,gQKXvT7RNVU,Kikuube District,Kyangwali Subcounty,Kyangwali HC IV,Baylor_Hoima Region,81977,CDC,FY2024Q4,109,2,,2,6,17,7,2,19,5,16,2,12,2,5,1,6,1,4,,41,67,,1,1,39,2,14,10,,43,7,1,23,39,2,12,2,10,,13,5,0,10,36,1,11,1,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,12,3,1,1,1,10,0,9,2,1,13,2,1,10,1,10,0,9,2,1,13,2,1,1,1,10,0,9,2,1,13,2,1,1,1,10,0,9,109,109,41,67,,1,67,2,2,40,49,40,40,TRUE
