Statistical Region,UAIS 2011_ Region,PIRS UnitID,PIRS District,PIRS Subcounty,PIRS Service outlet,PIRS Mechanism name,pirs Mechanism ID,PIRS US Agency,DATIM ID,DHIS2 ID,DHIS2 District,DHIS2 Subcounty,DHIS2 HF Name,COP  Mechanism name,COP  Mechanism ID,COP US Agency,Type of Support,Period,Numerator (Overall TOTAL),Unknown age Female,"Female
<1yr","Female
1-4yrs","Female
5-9yrs","Female
10-14 yrs","Female
15-19 yrs","Female
20-24 yrs","Female
25-29 yrs","Female
30-34 yrs","Female
35-39 yrs","Female
40-44 yrs","Female
45-49 yrs","Female
 50-54 yrs","Female
 55-59 yrs","Female
 60-64 yrs","Female
 65+ yrs","Male
Unknown age ","Male
<1yr","Male
1-4yrs","Male
5-9yrs","Male
10-14 yrs","Male
15-19 yrs","Male
20-24 yrs","Male
25-29 yrs","Male
30-34 yrs","Male
35-39 yrs","Male
40-44 yrs","Male
45-49 yrs","Male
 50-54 yrs","Male
 55-59 yrs","Male
 60-64 yrs","Male
 65+ yrs","Sex Workers, Female",People in prisons and other enclosed settings (Incarcerated Population),PWID,MSM,Transgender,"<3 months of ARVs dispensed by Unknown Age, Female","<3 months of ARVs dispensed by Unknown Age, Male","<3 months of ARVs dispensed by <15yrs, Female","<3 months of ARVs dispensed by <15yrs, Male","<3 months of ARVs dispensed by 15+yrs, Female","<3 months of ARVs dispensed by 15+yrs, Male","3-5 months of ARVs dispensed to patient by Unknown Age, Female","3-5 months of ARVs dispensed to patient by Unknown Age, Male","3-5 months of ARVs dispensed to patient by <15yrs, Female","3-5 months of ARVs dispensed to patient by <15yrs, Male","3-5 months of ARVs dispensed to patient by 15+yrs, Female","3-5 months of ARVs dispensed to patient by 15+yrs, Male","4 or more months of ARVs dispensed to patient by Unknown Age, Female","5 or more months of ARVs dispensed to patient by Unknown Age, Male","6 or more months of ARVs dispensed to patient by <15yrs, Female","6 or more months of ARVs dispensed to patient by <15yrs, Male","6 or more months of ARVs dispensed to patient by 15+yrs, Female","6 or more months of ARVs dispensed to patient by 15+yrs, Male",subcounty_ART_total,pct_art_pop_subcounty,usaid,cdc,dod,Subcounty,District,County,Subcounty Population,subcounty_pop_adjusted
Northern Region,Mid Northern,Zk9bvpSxThA,Amolatar District,Aputi Subcounty,Amai Community Hospital,UPMB LSD,81995.0,USAID,a9uqbGjbefB,Zk9bvpSxThA,Amolatar District,Aputi Subcounty,Amai Community Hospital,UPMB_LSD,81995,USAID,DSD,FY2025Q1,1598,0.0,1.0,2.0,10.0,20.0,22.0,32.0,41.0,88.0,145.0,147.0,146.0,118.0,68.0,70.0,53.0,0.0,0.0,2.0,8.0,22.0,24.0,13.0,18.0,25.0,69.0,91.0,92.0,94.0,73.0,61.0,43.0,0,0,0,0,0,,,2,0,15,13,,,5,6,107,22,,,26,26,808,568,2004.0,0.7974051896,1,0,0,Aputi,,,15024.0,15474.720000000001
Northern Region,Mid Northern,XQqrn8K8jyL,Amolatar District,Aputi Subcounty,Aputi Health Centre III,JCRC Kigezi Lango,81997.0,USAID,Xy8S9ISZYxs,XQqrn8K8jyL,Amolatar District,Aputi Subcounty,Aputi Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,406,0.0,0.0,2.0,5.0,9.0,6.0,38.0,53.0,55.0,38.0,14.0,11.0,16.0,7.0,4.0,6.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,18.0,23.0,29.0,19.0,13.0,13.0,10.0,0.0,0.0,0,0,0,0,0,,,0,0,1,0,,,2,2,50,11,,,14,7,197,122,2004.0,0.2025948104,1,0,0,Aputi,,,15024.0,15474.720000000001
Northern Region,West Nile,MkD1c6jagfl,Yumbe District,Arilo Subcounty,Matuma Health Centre III,IDI West Nile,84981.0,CDC,eDnpayoOiaj,MkD1c6jagfl,Yumbe District,Arilo Subcounty,Matuma Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,77,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,8.0,9.0,7.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,5.0,1.0,0,0,0,0,0,,,0,0,1,1,,,0,0,30,18,,,0,0,18,9,77.0,1.0,0,1,0,Arilo,,,,
Eastern Region,North East,ZOAvFhJT2vI,Kalaki District,Anyara Subcounty,Anyara Health Centre III,AIC Soroti  Region,87041.0,CDC,RZKGzaGoSi3,ZOAvFhJT2vI,Kalaki District,Anyara Subcounty,Anyara Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,590,0.0,0.0,0.0,3.0,14.0,10.0,8.0,20.0,46.0,56.0,78.0,58.0,39.0,21.0,14.0,8.0,0.0,0.0,3.0,6.0,11.0,4.0,2.0,5.0,12.0,23.0,45.0,37.0,22.0,20.0,16.0,9.0,0,0,0,0,0,,,0,1,19,0,,,16,17,246,143,,,1,2,93,52,590.0,1.0,0,1,0,Anyara,Kaberamaido,Kalaki,21971.0,22630.13
Northern Region,West Nile,N5esn50m6Il,Adjumani District,Arinyapi Subcounty,Arinyapi Health Centre III,IDI West Nile,84981.0,CDC,bLKr4Pqin65,N5esn50m6Il,Adjumani District,Arinyapi Subcounty,Arinyapi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,52,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,6.0,3.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,0,0,0,0,0,,,2,0,3,1,,,0,0,22,15,,,0,0,6,3,52.0,1.0,0,1,0,Arinyapi,,,11668.0,12018.04
Northern Region,West Nile,aLKBDY8KNaI,Arua District,Arivu Subcounty,Bondo Health Centre IV,IDI West Nile,84981.0,CDC,dpyqa4WjsxQ,aLKBDY8KNaI,Arua District,Arivu Subcounty,Bondo Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,402,0.0,0.0,2.0,5.0,5.0,4.0,9.0,25.0,41.0,42.0,45.0,43.0,29.0,14.0,10.0,11.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,4.0,11.0,13.0,14.0,12.0,17.0,14.0,10.0,7.0,0,0,0,0,0,,,2,1,13,6,,,8,4,191,92,,,2,1,67,15,669.0,0.600896861,0,1,0,Arivu,,,24190.0,24915.7
Northern Region,West Nile,pFEBNrLpegZ,Arua District,Arivu Subcounty,Bondo Military Health Centre III,URC DOD/UPDF,160698.0,DOD,OELkOLxvZxB,pFEBNrLpegZ,Arua District,Arivu Subcounty,Bondo Military Health Centre III,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,267,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,10.0,17.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,6.0,24.0,55.0,56.0,43.0,9.0,6.0,1.0,0,0,0,0,0,,,1,0,2,1,,,0,0,15,17,,,0,0,32,199,669.0,0.399103139,0,0,1,Arivu,,,24190.0,24915.7
Northern Region,West Nile,hcm0msXFRQJ,Yumbe District,Ariwa Subcounty,Ariwa Health Centre III,IDI West Nile,84981.0,CDC,KnA9yxoXorj,hcm0msXFRQJ,Yumbe District,Ariwa Subcounty,Ariwa Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,115,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,11.0,12.0,14.0,6.0,11.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,3.0,5.0,5.0,3.0,6.0,4.0,0,0,0,0,0,,,1,1,2,1,,,2,22,29,1,,,0,1,39,16,145.0,0.7931034483,0,1,0,Ariwa,,,24045.0,24766.350000000002
Northern Region,West Nile,jPxLo6hF2rI,Yumbe District,Ariwa Subcounty,Okubani Health Centre III,IDI West Nile,84981.0,CDC,ltCPVst1yET,jPxLo6hF2rI,Yumbe District,Ariwa Subcounty,Okubani Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,30,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,,,1,0,0,0,,,0,0,15,4,,,0,0,7,3,145.0,0.2068965517,0,1,0,Ariwa,,,24045.0,24766.350000000002
Northern Region,Mid Northern,SvBwj5ZrWMx,Lira District,Aromo Subcounty,Aromo Health Centre III,JCRC Kigezi Lango,81997.0,USAID,dP8hPN7Qn5c,SvBwj5ZrWMx,Lira District,Aromo Subcounty,Aromo Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,1177,0.0,0.0,3.0,10.0,21.0,10.0,28.0,55.0,114.0,118.0,115.0,96.0,68.0,41.0,36.0,57.0,0.0,0.0,5.0,14.0,13.0,15.0,2.0,21.0,34.0,56.0,59.0,60.0,48.0,31.0,21.0,26.0,0,0,0,0,0,,,0,2,35,7,,,32,30,265,121,,,2,0,438,245,1177.0,1.0,1,0,0,Aromo,,,32410.0,33382.3
Eastern Region,North East,auhs8cHBTlW,Kalaki District,Apapai Subcounty,Apapai Health Centre III,AIC Soroti  Region,87041.0,CDC,PZCFDfBXnJV,auhs8cHBTlW,Kalaki District,Apapai Subcounty,Apapai Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,153,0.0,0.0,0.0,0.0,4.0,3.0,8.0,13.0,18.0,20.0,9.0,6.0,8.0,3.0,2.0,6.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,4.0,6.0,5.0,11.0,4.0,6.0,5.0,0.0,2.0,0,0,0,0,0,,,0,0,7,1,,,0,0,20,10,,,4,4,69,38,153.0,1.0,0,1,0,Apapai,Kaberamaido,Kalaki,11224.0,11560.720000000001
Northern Region,West Nile,XpJak3aZzRX,Arua City,Arua Central Division,AIDS Information Centre (Arua),IDI West Nile,84981.0,CDC,EeVbUMNj3lc,XpJak3aZzRX,Arua City,Arua Central Division,AIDS Information Centre (Arua),IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,133,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,16.0,12.0,17.0,9.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,11.0,9.0,5.0,5.0,4.0,0,0,0,0,0,,,0,0,0,0,,,0,0,31,21,,,0,0,51,30,7850.0,0.01694267516,0,1,0,Arua Central Division,,,,
Northern Region,West Nile,KA7zSU5VV0V,Arua City,Arua Central Division,Arua Main Prisons Health Centre III,UPS Follow-on,84974.0,CDC,LCWEV2qP0BX,KA7zSU5VV0V,Arua City,Arua Central Division,Arua Main Prisons Health Centre III,UPS,84974,CDC,DSD,FY2025Q1,219,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,35.0,27.0,24.0,24.0,24.0,16.0,2.0,2.0,0,219,0,0,0,,,0,0,23,196,,,0,0,0,0,,,0,0,0,0,7850.0,0.02789808917,0,1,0,Arua Central Division,,,,
Northern Region,West Nile,Oib4aFmRmve,Arua City,Arua Central Division,Arua Police Health Centre III,IDI West Nile,84981.0,CDC,hSAeJ2i4Av6,Oib4aFmRmve,Arua City,Arua Central Division,Arua Police Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,377,0.0,0.0,0.0,1.0,1.0,6.0,22.0,44.0,49.0,49.0,28.0,19.0,15.0,9.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,9.0,17.0,17.0,24.0,16.0,16.0,11.0,9.0,5.0,0,0,0,0,0,,,1,2,11,8,,,1,2,148,73,,,0,1,85,45,7850.0,0.04802547771,0,1,0,Arua Central Division,,,,
Northern Region,West Nile,THGKB3lHEUx,Arua City,Arua Central Division,Arua Regional Referral Hospital,MoH G2G RRH Strategy,70367.0,CDC,JoSFKrks16R,THGKB3lHEUx,Arua City,Arua Central Division,Arua Regional Referral Hospital,MoH_G2G_RRH Strategy,87032,CDC,DSD,FY2025Q1,5591,0.0,1.0,17.0,29.0,60.0,95.0,131.0,211.0,355.0,435.0,652.0,586.0,511.0,312.0,230.0,101.0,0.0,0.0,3.0,30.0,53.0,91.0,86.0,57.0,97.0,133.0,227.0,273.0,288.0,231.0,156.0,140.0,0,0,0,0,0,,,23,17,329,161,,,80,68,1806,895,,,4,1,1484,723,7850.0,0.7122292994,0,1,0,Arua Central Division,,,,
Northern Region,West Nile,WggT6i6Q5kH,Arua City,Arua Central Division,River Oli Health Centre IV,IDI West Nile,84981.0,CDC,kryRVf0p2wI,WggT6i6Q5kH,Arua City,Arua Central Division,River Oli Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,1530,0.0,1.0,5.0,5.0,10.0,9.0,62.0,119.0,186.0,180.0,162.0,112.0,102.0,55.0,39.0,19.0,0.0,0.0,3.0,4.0,5.0,13.0,7.0,23.0,55.0,67.0,70.0,72.0,66.0,42.0,25.0,12.0,0,0,0,0,0,,,6,5,73,37,,,7,5,584,314,,,8,2,388,101,7850.0,0.1949044586,0,1,0,Arua Central Division,,,,
Northern Region,Mid Northern,aKoVWgIufTx,Agago District,Arum Subcounty,Acholpii Health Centre III,TASO Ankole Acholi,81998.0,USAID,PDBuBeH1n56,aKoVWgIufTx,Agago District,Arum Subcounty,Acholpii Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,316,0.0,0.0,0.0,1.0,4.0,4.0,10.0,23.0,27.0,38.0,33.0,12.0,18.0,8.0,9.0,8.0,0.0,0.0,3.0,4.0,5.0,3.0,2.0,2.0,13.0,15.0,15.0,16.0,16.0,10.0,8.0,9.0,0,0,0,0,0,,,1,1,10,1,,,3,8,73,30,,,1,3,107,78,316.0,1.0,1,0,0,Arum,,,11771.0,12124.130000000001
Eastern Region,North East,Sj7ljAIcmjq,Amuria District,Asamuk Town Council,Asamuk Health Centre III,AIC Soroti  Region,87041.0,CDC,PhNELA3R64C,Sj7ljAIcmjq,Amuria District,Asamuk Town Council,Asamuk Health Centre III,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,418,0.0,0.0,0.0,3.0,6.0,11.0,13.0,17.0,26.0,27.0,39.0,36.0,32.0,21.0,10.0,11.0,0.0,0.0,3.0,4.0,8.0,5.0,3.0,2.0,10.0,20.0,33.0,25.0,21.0,13.0,13.0,6.0,0,0,0,0,0,,,5,3,47,18,,,4,12,103,72,,,0,0,93,61,418.0,1.0,0,1,0,Asamuk Town Council,,,21385.0,22026.55
Northern Region,Mid Northern,SF33CGHTeUn,Pader District,Atanga Town Council,Atanga Health Centre III,TASO Ankole Acholi,81998.0,USAID,RlKsK6lGK38,SF33CGHTeUn,Pader District,Atanga Town Council,Atanga Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,904,0.0,6.0,5.0,2.0,15.0,14.0,29.0,71.0,83.0,86.0,99.0,73.0,54.0,19.0,17.0,18.0,0.0,3.0,5.0,6.0,14.0,15.0,9.0,11.0,35.0,46.0,51.0,42.0,28.0,18.0,19.0,11.0,0,0,0,0,0,,,10,8,14,6,,,16,20,164,65,,,2,0,385,214,904.0,1.0,1,0,0,Atanga Town Council,,,15465.0,15928.95
Northern Region,West Nile,t8rivYmnWIo,Nebbi District,Atego Subcounty,Paminya Health Centre III,IDI West Nile,84981.0,CDC,m4BVYnCPiDi,t8rivYmnWIo,Nebbi District,Atego Subcounty,Paminya Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,188,0.0,0.0,0.0,1.0,4.0,1.0,4.0,11.0,35.0,22.0,9.0,8.0,12.0,8.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,6.0,11.0,7.0,16.0,5.0,6.0,3.0,4.0,2.0,0,0,0,0,0,,,3,1,11,7,,,2,3,54,29,,,0,0,50,28,188.0,1.0,0,1,0,Atego,,,9958.0,10256.74
Northern Region,Mid Northern,CWtHofajIfs,Kwania District,Atongtidi Subcounty,Apwori Health Centre III,JCRC Kigezi Lango,81997.0,USAID,jkp5e4DXPU1,CWtHofajIfs,Kwania District,Atongtidi Subcounty,Apwori Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,872,0.0,0.0,4.0,8.0,19.0,9.0,30.0,59.0,76.0,107.0,78.0,51.0,52.0,27.0,27.0,22.0,0.0,0.0,2.0,11.0,16.0,12.0,7.0,17.0,32.0,47.0,48.0,43.0,30.0,13.0,11.0,14.0,0,0,0,0,0,,,0,0,5,2,,,24,25,98,40,,,7,4,435,232,872.0,1.0,1,0,0,Atongtidi,,,10459.0,10772.77
Northern Region,Mid Northern,i5CDWEBfo9n,Amuru District,Attiak Town Council,Atiak Health Centre IV,TASO Ankole Acholi,81998.0,USAID,uSYgIcPU7dk,i5CDWEBfo9n,Amuru District,Atiak Town Council,Atiak Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1026,0.0,0.0,0.0,4.0,11.0,10.0,44.0,94.0,106.0,138.0,70.0,82.0,50.0,33.0,18.0,15.0,0.0,0.0,3.0,6.0,16.0,11.0,6.0,15.0,37.0,66.0,59.0,38.0,36.0,26.0,19.0,13.0,0,0,0,0,0,,,0,0,13,3,,,13,24,557,263,,,2,1,90,60,1026.0,1.0,1,0,0,Attiak Town Council,,,34345.0,35375.35
Northern Region,North East,Ug8m4dtpeYZ,Abim District,Atunga Subcounty,Atunga Health Centre II,ANECCA Karamoja Region,85006.0,USAID,IN0sDDVCHbu,Ug8m4dtpeYZ,Abim District,Atunga Subcounty,Atunga Health Centre II,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,6.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0,3.0,1.0,0.0,1.0,0,0,0,0,0,,,1,0,1,2,,,0,0,17,8,,,0,0,9,7,45.0,1.0,1,0,0,Atunga,,,5748.0,5920.4400000000005
Northern Region,North East,pE5320aADcw,Moroto District,Northern Division,Army Barracks Health Centre III,URC DOD/UPDF,160698.0,DOD,OELkOLxvZxB,pE5320aADcw,Moroto District,Northern Division,Army Barracks Health Centre III,URC_DOD_UPDF,160698,DOD,DSD,FY2025Q1,463,0.0,0.0,0.0,0.0,1.0,3.0,2.0,13.0,15.0,15.0,13.0,11.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,16.0,57.0,113.0,83.0,73.0,19.0,5.0,2.0,0,0,0,0,0,,,0,0,12,0,,,1,1,34,175,,,0,1,34,205,1270.0,0.3645669291,0,0,1,Northern Division,,,24818.0,25562.54
Eastern Region,North East,t7m1vt8ZdgY,Soroti District,Aukot Subcounty,Aukot Health Centre II,AIC Soroti  Region,87041.0,CDC,cZ9DV6V1JJP,t7m1vt8ZdgY,Soroti District,Aukot Subcounty,Aukot Health Centre II,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,40,0.0,0.0,0.0,1.0,1.0,4.0,2.0,6.0,5.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,,,1,0,4,0,,,1,1,18,6,,,0,0,5,4,40.0,1.0,0,1,0,Aukot,,,7484.0,7708.52
Northern Region,North East,sYhGbKU5621,Abim District,Awach Subcounty,Awach Health Centre II,ANECCA Karamoja Region,85006.0,USAID,FTBuwbUm8vS,sYhGbKU5621,Abim District,Awach Subcounty,Awach Health Centre II,ANECCA_Karamoja Region,85006,USAID,DSD,FY2025Q1,133,0.0,0.0,2.0,2.0,1.0,3.0,5.0,4.0,13.0,12.0,15.0,8.0,11.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,3.0,10.0,5.0,5.0,4.0,4.0,2.0,1.0,0,0,0,0,0,,,1,0,1,0,,,3,1,33,14,,,1,1,50,28,133.0,1.0,1,0,0,Awach,,,18907.0,19474.21
Northern Region,Mid Northern,Z1dfGmIoSeF,Gulu District,Awach Subcounty,Awach Health Centre IV,TASO Ankole Acholi,81998.0,USAID,uY9klLlOeJR,Z1dfGmIoSeF,Gulu District,Awach Subcounty,Awach Health Centre IV,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,1180,0.0,0.0,1.0,2.0,15.0,20.0,36.0,65.0,111.0,129.0,120.0,81.0,63.0,33.0,25.0,28.0,0.0,0.0,2.0,4.0,16.0,11.0,10.0,16.0,43.0,62.0,93.0,74.0,52.0,35.0,15.0,18.0,0,0,0,0,0,,,1,0,47,8,,,1,2,72,5,,,16,20,592,416,1180.0,1.0,1,0,0,Awach,,,18907.0,19474.21
Eastern Region,North East,gqpItvve2Rk,Soroti District,Awaliwal Subcounty,Awaliwal Health Centre II,AIC Soroti  Region,87041.0,CDC,UqQvaum4Vub,gqpItvve2Rk,Soroti District,Awaliwal Subcounty,Awaliwal Health Centre II,AIC_Soroti Region,87041,CDC,DSD,FY2025Q1,28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0,0,0,0,0,,,1,0,0,1,,,0,0,13,4,,,0,0,8,1,28.0,1.0,0,1,0,Awaliwal,,,8430.0,8682.9
Northern Region,Mid Northern,znkGCmU6MUG,Amolatar District,Awelo Subcounty,Anamwany Health Centre III,JCRC Kigezi Lango,81997.0,USAID,WlH1ZgoEw7N,znkGCmU6MUG,Amolatar District,Awelo Subcounty,Anamwany Health Centre III,JCRC_Kigezi Lango Region,81997,USAID,DSD,FY2025Q1,30,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,,,0,0,11,4,,,0,0,9,6,,,0,0,0,0,30.0,1.0,1,0,0,Awelo,,,11554.0,11900.62
Northern Region,Mid Northern,arbBXd1KN8n,Pader District,Awere Subcounty,Awere Health Centre III,TASO Ankole Acholi,81998.0,USAID,noh01PaGMja,arbBXd1KN8n,Pader District,Awere Subcounty,Awere Health Centre III,TASO_Ankole Acholi Region,81998,USAID,DSD,FY2025Q1,694,0.0,1.0,1.0,5.0,8.0,14.0,29.0,59.0,92.0,82.0,80.0,41.0,33.0,16.0,13.0,11.0,0.0,2.0,2.0,2.0,14.0,10.0,5.0,12.0,18.0,43.0,40.0,23.0,14.0,10.0,4.0,10.0,0,0,0,0,0,,,1,0,9,1,,,13,19,379,140,,,1,1,82,48,694.0,1.0,1,0,0,Awere,,,19553.0,20139.59
Northern Region,West Nile,hmtamfsQMPU,Maracha District,Awiziru Subcounty,Curube Health Centre III,IDI West Nile,84981.0,CDC,zCXWb7JEdTE,hmtamfsQMPU,Maracha District,Awiziru Subcounty,Curube Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,44,0.0,0.0,0.0,0.0,0.0,3.0,9.0,5.0,2.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,0,0,0,0,0,,,0,0,2,2,,,0,0,14,6,,,0,0,15,5,44.0,1.0,0,1,0,Awiziru,,,,
Northern Region,West Nile,H7pcxkjHX8T,Arua City,Ayivu Division,Adumi Health Centre IV,IDI West Nile,84981.0,CDC,lCcSWGs16e4,H7pcxkjHX8T,Arua City,Ayivu Division,Adumi Health Centre IV,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,347,0.0,0.0,2.0,0.0,2.0,2.0,6.0,19.0,29.0,24.0,23.0,31.0,29.0,9.0,19.0,16.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,12.0,23.0,11.0,25.0,22.0,15.0,8.0,10.0,0,0,0,0,0,,,1,2,6,9,,,2,2,191,111,,,1,0,10,12,1610.0,0.2155279503,0,1,0,Ayivu Division,,,247090.0,254502.7
Northern Region,West Nile,l268ov5GFsR,Arua City,Ayivu Division,Aroi Health Centre III,IDI West Nile,84981.0,CDC,nOyLA0V6tuR,l268ov5GFsR,Arua City,Ayivu Division,Aroi Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,109,0.0,0.0,0.0,1.0,1.0,2.0,3.0,6.0,9.0,8.0,12.0,11.0,4.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0,5.0,9.0,3.0,0.0,2.0,4.0,4.0,0,0,0,0,0,,,1,1,6,4,,,1,1,48,22,,,0,1,15,9,1610.0,0.06770186335,0,1,0,Ayivu Division,,,247090.0,254502.7
Northern Region,West Nile,Ae8zVsIuHFC,Arua City,Ayivu Division,Ayivuni Health Centre III,IDI West Nile,84981.0,CDC,ZpFBk4zDake,Ae8zVsIuHFC,Arua City,Ayivu Division,Ayivuni Health Centre III,IDI_West Nile Region,84981,CDC,DSD,FY2025Q1,220,0.0,0.0,0.0,1.0,1.0,3.0,16.0,19.0,20.0,25.0,15.0,16.0,16.0,9.0,5.0,8.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,9.0,10.0,7.0,12.0,7.0,4.0,0.0,3.0,0,0,0,0,0,,,2,3,52,16,,,0,2,90,40,,,0,0,10,5,1610.0,0.1366459627,0,1,0,Ayivu Division,,,247090.0,254502.7
Northern Region,West Nile,sJUxokN1Svo,Arua City,Ayivu Division,Ediofe Health Centre III,UEC,81974.0,CDC,V70KoHtMkhL,sJUxokN1Svo,Arua City,Ayivu Division,Ediofe Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,288,0.0,0.0,2.0,4.0,3.0,4.0,9.0,25.0,42.0,35.0,28.0,9.0,14.0,9.0,5.0,6.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,13.0,10.0,15.0,8.0,22.0,7.0,3.0,3.0,0,0,0,0,0,,,2,3,15,8,,,6,5,110,40,,,1,0,61,37,1610.0,0.1788819876,0,1,0,Ayivu Division,,,247090.0,254502.7
Northern Region,West Nile,jgS1yAtN6HR,Arua City,Ayivu Division,Oje Mission Health Centre III,UEC,81974.0,CDC,oidjcNRy8sV,jgS1yAtN6HR,Arua City,Ayivu Division,Oje Mission Health Centre III,UEC,81974,CDC,DSD,FY2025Q1,26,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,,,0,0,0,0,,,1,0,10,8,,,0,0,4,3,1610.0,0.01614906832,0,1,0,Ayivu Division,,,247090.0,254502.7
